transaction_id,date,city,locality,latitude,longitude,property_type,area_sqft,bedrooms,bathrooms,property_age_years,floor_number,total_floors,parking_spaces,furnishing,metro_distance_km,school_distance_km,hospital_distance_km,crime_index,future_infrastructure_score,historical_price_growth_pct,price_inr,monthly_rent_inr
TXN00028,2021-11-18,Ahmedabad,Prahlad Nagar,23.013890833809803,72.5063716870546,Apartment,1235.0,2,3,15,5,14,2,Semi-Furnished,1.4586076714892247,1.5517435761220013,1.6635301657274184,9.347948290364,89.6233869745771,8.79885093735661,16378463.0,32956.0
TXN00029,2022-01-07,Ahmedabad,Chandkheda,23.11172120543583,72.57659385124326,Apartment,2018.0,4,3,20,5,13,0,Semi-Furnished,4.0260960341109815,3.6599269680868316,3.6577837238913213,11.549121069039247,79.65930083364385,10.055010223928736,14010960.0,32024.0
TXN00030,2020-12-17,Ahmedabad,Prahlad Nagar,23.00962207906686,72.50198998617583,Apartment,810.0,2,3,21,10,10,0,Semi-Furnished,2.035010168482375,3.0560088568502217,1.3065191801146605,10.08635579128812,69.02963501863677,6.591944406338802,9803564.0,23718.0
TXN00031,2023-10-23,Ahmedabad,Chandkheda,23.116515747790494,72.57611940192139,Villa,2707.0,5,4,20,6,10,2,Furnished,2.7233473439289213,3.5981258332820634,2.8981261446777107,15.74483673014048,84.00995610864798,9.748038794106868,20482259.0,49986.0
TXN00032,2019-07-24,Ahmedabad,Gota,23.08784491472953,72.54459125064294,Apartment,2779.0,5,4,11,11,14,0,Furnished,2.8939807482729907,4.115692344168286,2.6762576184207716,5.0,83.71400370385884,8.776866529563138,20260316.0,53722.0
TXN00033,2023-07-17,Ahmedabad,Prahlad Nagar,23.020640293210924,72.50765162331578,Row House,739.0,1,2,21,11,16,1,Semi-Furnished,2.1022798513572334,2.6899294144276187,1.7179542012506683,16.3410978453943,80.3102276259366,10.04146576150113,9611024.0,21001.0
TXN00034,2022-09-19,Ahmedabad,Vastrapur,23.042193711683318,72.53075189434995,Apartment,1871.0,3,3,8,7,13,2,Unfurnished,2.4072182185004705,2.9171475642488573,2.4352095834929486,10.806788335421725,76.43647603380569,9.990239933225952,19705197.0,41705.0
TXN00035,2025-11-13,Ahmedabad,Chandkheda,23.11798918612299,72.57529354112228,Apartment,566.0,1,1,18,7,15,2,Semi-Furnished,3.4187203504196013,3.4221284296227115,3.1229036395077716,5.0,78.23732647908722,7.796748041655068,3754323.0,9679.0
TXN00036,2024-02-18,Ahmedabad,Shela,23.007061641611603,72.46268984445058,Apartment,2022.0,4,3,25,2,8,2,Furnished,2.7504152819993077,2.8407870925770333,2.436388473500161,5.158360361234972,90.87560772652186,8.983235063287966,14944612.0,30687.0
TXN00037,2019-04-05,Ahmedabad,Satellite,23.03096657808671,72.51554409279443,Apartment,1800.0,3,2,24,6,17,0,Semi-Furnished,2.623067878920094,1.9828459741628008,2.4432194511429692,5.75759338760564,69.16040657415576,9.520218791805982,18964022.0,47568.0
TXN00038,2019-03-17,Ahmedabad,Satellite,23.028758064095218,72.51685510820064,Row House,2481.0,5,4,13,4,14,1,Semi-Furnished,2.1957151359550866,3.181321319901671,1.805288369092621,5.0,89.29596771564202,11.034218093515463,28863563.0,57426.0
TXN00039,2024-08-24,Ahmedabad,Gota,23.08930330906478,72.54667155044449,Apartment,972.0,2,3,8,6,16,1,Furnished,2.8551599273744546,3.1646707522990805,2.7861412499390967,14.141540601811364,81.98634421786382,7.110126912840616,7352500.0,19962.0
TXN00040,2021-05-27,Ahmedabad,Vastrapur,23.03790912521532,72.51974102263272,Apartment,1004.0,2,1,11,12,17,2,Semi-Furnished,1.677641198117509,2.741218586761277,1.9584270068206113,13.345954368016708,61.76608670390689,8.713935899409343,10222779.0,25198.0
TXN00041,2020-02-02,Ahmedabad,Bopal,23.028258370108226,72.46308358731636,Apartment,2020.0,3,4,6,4,9,0,Furnished,2.875999106431686,3.4453884170095277,2.971629348408785,8.34843241934861,86.75051120748893,10.541808627361029,17921605.0,37904.0
TXN00042,2022-01-11,Ahmedabad,Vastrapur,23.039019757395238,72.52587674511892,Apartment,779.0,1,1,24,10,15,2,Unfurnished,1.4257246094653313,2.3366474765415526,2.018430387236145,5.0,66.50906330492444,7.567270022320555,7727520.0,18967.0
TXN00043,2021-10-03,Ahmedabad,Maninagar,22.99359619047113,72.59791087887342,Apartment,686.0,1,1,5,12,14,1,Semi-Furnished,2.6254378910605376,3.4936889669019267,2.1851636456823824,18.077492095270394,59.70465445537522,8.246102981327896,4595411.0,12069.0
TXN00044,2020-08-06,Ahmedabad,Satellite,23.030632476339623,72.52111106955634,Apartment,1275.0,1,2,12,11,17,1,Semi-Furnished,2.726245139159933,1.9299195404368852,1.7658134577135742,16.986882300336262,77.29243291318475,9.01575663021608,14292488.0,32968.0
TXN00045,2023-02-16,Ahmedabad,Bodakdev,23.035439728377085,72.51369502260346,Row House,799.0,1,1,6,2,13,0,Furnished,2.2667878916754627,3.1483459424435574,3.1715245339444302,12.997785432608708,76.64121627049083,8.936768294438597,11209838.0,25267.0
TXN00046,2023-03-15,Ahmedabad,Prahlad Nagar,23.019227266477202,72.51491598136354,Apartment,1363.0,2,1,8,7,17,0,Unfurnished,2.4598300577658354,2.958242412269815,2.5406753639083273,14.144748448012633,78.50172646446335,6.861305531371562,14320009.0,33650.0
TXN00047,2023-11-06,Ahmedabad,Bodakdev,23.039676849512418,72.50468834406081,Apartment,2553.0,5,4,3,10,11,2,Unfurnished,2.24939589001321,2.0316007708510604,2.2471287168189744,9.421622616859151,87.36527997108045,11.756829516638032,36107793.0,72896.0
TXN00048,2023-08-23,Ahmedabad,Bodakdev,23.04101712013746,72.51064932444642,Apartment,1164.0,2,2,15,2,8,1,Furnished,2.1670141353494152,3.1807775222182544,2.802339142175433,16.055021057311436,76.9297280321851,9.470587168971898,16136893.0,38014.0
TXN00049,2019-02-01,Ahmedabad,Satellite,23.02807503550454,72.52375110775967,Villa,2257.0,3,2,10,12,16,2,Furnished,2.4947505476888354,2.2480211292946954,2.0115483534861505,16.16871700582064,75.46462633387011,8.417409645832032,27909765.0,58172.0
TXN00050,2025-02-22,Ahmedabad,Shela,23.001422615815688,72.46369495197992,Apartment,2604.0,4,4,12,11,17,1,Semi-Furnished,2.888251585646931,4.273761581130918,1.7405058603716077,10.075603246584944,79.23331541064971,11.689869662344645,18175358.0,38871.0
TXN00051,2024-01-12,Ahmedabad,Thaltej,23.05363440543957,72.51512434235109,Apartment,2223.0,4,3,25,12,15,2,Furnished,2.623078585823329,3.2382927918769733,4.089426839683767,18.307713449068736,81.81398722165515,8.140556111063098,22745413.0,51064.0
TXN00052,2025-09-05,Ahmedabad,Maninagar,22.994813650918644,72.6031154571386,Apartment,845.0,2,1,17,1,9,0,Unfurnished,1.9825443363666861,3.113651520927802,2.7446932043599297,13.988963012566314,58.946949001774556,9.600341414968366,5647985.0,13114.0
TXN00053,2020-10-06,Ahmedabad,Prahlad Nagar,23.017479789514585,72.50627464224704,Apartment,2709.0,5,4,12,11,11,0,Semi-Furnished,2.1273739923696757,2.5742440658525383,2.335002141977313,17.785897659089798,70.96817044259524,7.735563628807174,30203236.0,76956.0
TXN00054,2020-10-09,Ahmedabad,Gota,23.096353104428598,72.53751117021882,Apartment,2453.0,4,4,14,7,9,0,Unfurnished,3.249980602522311,2.995324680492649,2.425983877405086,13.323253231122766,83.33815023192001,7.363665309096044,16362824.0,40055.0
TXN00055,2020-04-03,Ahmedabad,Satellite,23.02872837380549,72.5145319789747,Row House,2567.0,4,4,6,3,17,1,Semi-Furnished,2.630964320844937,2.1889161498728713,2.8192839678720376,21.245046548126805,77.17648044275434,10.807192283532277,32171425.0,59583.0
TXN00056,2022-10-02,Ahmedabad,Prahlad Nagar,23.012148493030338,72.51176115785952,Apartment,2299.0,4,3,12,6,13,1,Semi-Furnished,2.207984023058836,2.591243634335683,2.446384255208802,19.091845213283058,79.857720491455,11.321612196884328,30834570.0,60772.0
TXN00057,2021-10-20,Ahmedabad,Bodakdev,23.036651591832484,72.51098216395445,Villa,2613.0,5,4,15,1,11,2,Semi-Furnished,2.373350787842083,1.217629641341905,2.464170140919798,5.0,84.71061160564591,7.179497570372956,35197815.0,73964.0
TXN00058,2025-06-18,Ahmedabad,Bopal,23.029575272277512,72.46589248807364,Row House,1951.0,4,4,20,10,12,0,Semi-Furnished,2.653325349440272,3.2174887495520132,2.095406951676995,7.815007571955061,88.5461465431246,8.515150277803333,14602016.0,34625.0
TXN00059,2023-03-13,Ahmedabad,Bopal,23.028789520962118,72.4630688393651,Apartment,1268.0,2,3,11,4,14,1,Semi-Furnished,2.9112191154174116,2.4699364890187057,2.892518635509581,13.763498554570244,86.79188890256837,9.966702387218142,9436342.0,23205.0
TXN00060,2022-12-06,Ahmedabad,Vastrapur,23.041360839907473,72.53268031696881,Apartment,2682.0,5,4,19,5,11,2,Furnished,2.4935544674286603,2.815382093955772,2.8215151201549586,15.044304123844409,69.51316160498484,7.87192698271424,31680034.0,70319.0
TXN00061,2024-06-11,Ahmedabad,Maninagar,22.996639313829316,72.60446453867202,Villa,2042.0,4,4,8,10,11,0,Furnished,2.1613092780545853,2.632334562517982,2.728789362031469,16.506896966722575,70.71821179289488,8.082118442067229,15494713.0,37736.0
TXN00062,2021-03-29,Ahmedabad,Maninagar,22.99770960547477,72.59818083273149,Apartment,2695.0,4,4,6,4,14,0,Furnished,2.7228277190819865,2.8926766041586935,2.9452832589755715,14.982494176054118,72.9168179017646,8.518189553123646,19848569.0,51037.0
TXN00063,2025-05-20,Ahmedabad,Maninagar,22.99559936965595,72.60364468767207,Apartment,1652.0,3,4,8,10,12,1,Furnished,2.201547622037792,3.361613267167078,2.081824938263506,16.925588493366906,81.6707808703535,8.66254208094621,12061329.0,32345.0
TXN00064,2025-01-07,Ahmedabad,Thaltej,23.043628822961114,72.51134848805313,Apartment,1868.0,3,2,5,8,17,0,Unfurnished,2.5369892332219846,2.5195742794104463,2.72751186017376,21.8707557415592,74.81868580777655,8.95943696623289,15766440.0,38190.0
TXN00065,2019-06-27,Ahmedabad,Prahlad Nagar,23.010115644401374,72.50803402250689,Apartment,1501.0,4,4,24,4,19,1,Unfurnished,2.3685805467550294,2.619193535957627,2.2774200850283317,9.650001023039984,68.73824878486751,7.362457442261494,17282811.0,38964.0
TXN00066,2019-09-01,Ahmedabad,Maninagar,22.989576744115496,72.5988216021795,Apartment,2019.0,3,2,25,1,12,0,Furnished,3.069727527473262,3.763837141264049,3.2677523609049595,21.83459506267574,70.11796344007901,9.297851161197347,14785696.0,38035.0
TXN00067,2025-03-31,Ahmedabad,Vastrapur,23.0390566825513,72.52926329701394,Apartment,1273.0,3,4,20,3,11,0,Unfurnished,2.474569312596907,3.316840239378351,2.2290033417151447,17.512206830817547,74.70190366826287,7.534784705735012,12127880.0,28238.0
TXN00068,2024-10-04,Ahmedabad,Maninagar,23.0018751800122,72.592721557093,Apartment,2402.0,4,3,3,1,17,0,Semi-Furnished,2.322945243088932,3.833710939546042,2.6202338150045934,25.88066549590951,67.22336701852946,8.600216024265478,17325353.0,40842.0
TXN00069,2020-03-26,Ahmedabad,Bopal,23.03589181428876,72.45519651148584,Apartment,1019.0,2,3,3,10,10,1,Unfurnished,3.1662906341214314,3.3273230332828416,3.2591065640211982,10.985871580592775,87.18690103400003,8.750072065182252,7593069.0,17243.0
TXN00070,2022-12-18,Ahmedabad,Bopal,23.029660597873352,72.45859917660383,Apartment,1047.0,2,3,7,4,15,0,Semi-Furnished,3.808543544136854,4.136165091520632,2.571903068935453,7.168500258159208,71.55121752064841,7.986034803655218,7683708.0,17929.0
TXN00071,2022-12-12,Ahmedabad,Bodakdev,23.043530043083948,72.5044733835344,Apartment,1417.0,3,2,13,2,9,1,Semi-Furnished,2.50700828379551,2.6776074909591965,1.5845335231882989,8.002813772512875,85.67779228284759,9.894972864682899,19346160.0,45894.0
TXN00072,2020-07-01,Ahmedabad,Vastrapur,23.049126531509103,72.53119004428474,Apartment,1034.0,3,3,5,4,14,0,Unfurnished,1.8438808802626467,2.5069029346504768,2.6197519089541608,14.785619760333423,67.95472522965295,7.974267293472731,9642246.0,22789.0
TXN00073,2019-10-02,Ahmedabad,Thaltej,23.052095803816773,72.5179148569363,Row House,1012.0,2,1,24,9,10,2,Unfurnished,1.5516998640243405,2.457876068406504,3.1624778396908155,12.933382993773872,78.46589546140525,10.737732891017528,10181932.0,20006.0
TXN00074,2022-06-28,Ahmedabad,Prahlad Nagar,23.017607923328793,72.50399483426897,Apartment,1848.0,4,4,4,10,19,0,Semi-Furnished,1.1457438025053668,2.6314880650783783,2.3857271566168796,7.344845017252511,81.42322221683091,9.214560943723928,23338023.0,55919.0
TXN00075,2025-07-11,Ahmedabad,Bopal,23.02984584695263,72.47195859216772,Apartment,1469.0,3,4,16,5,18,2,Semi-Furnished,2.0009802468151787,3.718943735568445,3.536174106347402,5.0,78.64765086795215,9.872561965275054,11571253.0,27486.0
TXN00076,2024-04-14,Ahmedabad,Chandkheda,23.107505597242966,72.58009342126445,Apartment,2177.0,4,4,5,10,15,2,Semi-Furnished,2.480917155462253,3.8794278640650703,3.266300973377417,14.561328169433398,88.69606880741782,11.29805535009294,16179240.0,36597.0
TXN00077,2024-12-17,Ahmedabad,Shela,23.00324378435958,72.46342170859252,Apartment,2081.0,4,3,0,5,16,0,Semi-Furnished,3.299303865437133,3.696900890725351,3.202146227053457,5.0,98.02105646240805,9.629796175894525,15126221.0,32530.0
TXN00078,2020-04-24,Ahmedabad,Satellite,23.018888022877086,72.51660990635122,Apartment,1757.0,4,3,25,10,18,2,Semi-Furnished,2.405019113022236,1.4577989225057633,2.6327166145273693,18.823130419602094,59.11574894009275,8.613566635552013,19268684.0,47652.0
TXN00079,2025-02-11,Ahmedabad,Gota,23.0938698650917,72.541171735294,Apartment,2338.0,4,3,7,9,12,2,Unfurnished,2.9469977441079527,2.5908055937696153,3.4523496387897294,5.88694691157181,80.86651323090473,8.63101958668593,15670141.0,38903.0
TXN00080,2025-08-17,Ahmedabad,Thaltej,23.051755964117557,72.51289313843222,Row House,864.0,2,2,8,3,5,1,Semi-Furnished,2.749489776059603,3.9853029593672114,2.7342763892531012,17.147328062599076,74.71717265145706,12.583969185383825,8762722.0,19419.0
TXN00081,2025-04-26,Ahmedabad,Thaltej,23.04898414928781,72.51348877386897,Apartment,2708.0,5,4,18,7,10,1,Unfurnished,2.8171253564640857,2.409614421439711,2.676313601958586,24.67772884639051,73.74272737729922,9.666030960856505,24482438.0,54864.0
TXN00082,2025-09-29,Ahmedabad,Bodakdev,23.041724301095293,72.5062090454678,Row House,2730.0,5,4,4,7,10,0,Unfurnished,2.7827579542995653,3.16272209214333,1.5153498848305031,14.874726426396318,72.36837251720459,9.946311613926422,34815453.0,78402.0
TXN00083,2021-09-14,Ahmedabad,Satellite,23.031848849956045,72.51051512753575,Row House,2737.0,5,4,12,6,12,2,Semi-Furnished,2.4233347571569213,3.1243788862052537,1.7822974655535422,16.318405632139235,69.96852785792194,7.74942947951463,32853982.0,67926.0
TXN00084,2020-08-26,Ahmedabad,Gota,23.0883246050243,72.54891892736565,Villa,1042.0,2,2,24,11,19,0,Unfurnished,2.685946496005982,3.0875055258505912,2.5668171557700648,14.618023669770448,84.91048884841824,9.69267890513549,7315014.0,17586.0
TXN00085,2022-01-23,Ahmedabad,Bopal,23.03368460298558,72.46761863811379,Apartment,2685.0,5,4,2,6,9,1,Furnished,2.715312686864347,3.1266810385377206,2.6730733642579736,11.693183577917104,84.08788530716852,11.301542157544066,23350193.0,53889.0
TXN00086,2022-08-20,Ahmedabad,Maninagar,22.994423889359783,72.60316016158593,Row House,2658.0,4,4,2,8,13,1,Semi-Furnished,2.4335844803300524,1.6650477306846083,2.0790439678556183,24.875043908419,69.16355006594105,7.65598619991793,18324558.0,48556.0
TXN00087,2024-10-01,Ahmedabad,Prahlad Nagar,23.009601555793928,72.50458496310965,Apartment,1605.0,3,2,12,9,9,2,Semi-Furnished,1.9960531782266986,3.321825919472168,2.1651172763333038,25.897534558223914,88.71191036534836,9.297965332877824,20825951.0,47157.0
TXN00088,2020-07-04,Ahmedabad,Bopal,23.028437289589604,72.47182341072218,Apartment,2378.0,4,3,19,6,12,1,Furnished,2.751971114453892,3.7978160785010715,2.771069884315373,5.0,82.02320602020436,9.232011401565087,21786948.0,42582.0
TXN00089,2020-03-23,Ahmedabad,Vastrapur,23.035584045458513,72.53129118985638,Villa,1741.0,3,4,19,3,15,2,Semi-Furnished,1.8211730326454099,2.914183986415769,2.4990090358600314,11.702241470847355,68.26475908400668,8.79050914207666,18199574.0,41907.0
TXN00090,2021-07-10,Ahmedabad,Bodakdev,23.043082420973256,72.49751013322845,Apartment,2384.0,4,4,21,4,7,1,Unfurnished,2.126942011077245,2.9322865498031545,1.219131099062429,9.641198462154557,82.79407903841603,12.016768431146192,32412278.0,69097.0
TXN00091,2025-01-24,Ahmedabad,Chandkheda,23.11246912632197,72.58222144091403,Apartment,2267.0,4,4,12,8,15,0,Furnished,1.6197886483090982,3.4313243281327375,2.8469844069560435,8.453223741308612,87.19111901910016,10.702542750738662,17094855.0,35972.0
TXN00092,2024-07-19,Ahmedabad,Maninagar,22.987877047569746,72.5987870396322,Apartment,1792.0,3,4,2,9,11,0,Furnished,2.2129598380968982,3.9010414662198114,2.5722527912022777,23.189535630796787,66.37025106399896,8.82804200533502,15019382.0,32213.0
TXN00093,2021-10-26,Ahmedabad,Satellite,23.025412671671333,72.5142391151643,Apartment,932.0,1,2,1,8,19,2,Furnished,2.0981853822986154,2.1356947573702367,2.711348025229797,19.154727865941464,71.6477612247756,8.750446404484538,12102505.0,24412.0
TXN00094,2020-10-08,Ahmedabad,Vastrapur,23.04475848802115,72.52938789649518,Villa,2721.0,5,4,11,12,15,2,Furnished,2.5927032987354637,2.743530615948206,1.6828389142510523,7.8256642068570095,78.17268551847306,8.858250648260466,28956781.0,72575.0
TXN00095,2020-04-27,Ahmedabad,Maninagar,22.995954403163715,72.60831107281973,Villa,750.0,1,1,19,2,9,0,Unfurnished,2.4265914171168776,2.4496360162220467,1.9977178511607647,17.1069737994323,69.2678259879682,7.571549647623659,4962536.0,12179.0
TXN00096,2020-04-18,Ahmedabad,Prahlad Nagar,23.009787713886027,72.51012851749552,Apartment,2248.0,5,4,12,2,7,0,Semi-Furnished,2.40254864081784,2.685866809857534,2.113379875504894,9.797194445753526,76.4857552500931,9.554684782017421,27450446.0,63192.0
TXN00097,2023-06-22,Ahmedabad,Thaltej,23.04667692047358,72.51558375317659,Apartment,2455.0,5,4,0,2,6,2,Furnished,3.0930805235315146,3.1517661144396465,3.066026144207089,5.0,78.25037291135403,11.12758798729083,30471070.0,54371.0
TXN00098,2025-02-17,Ahmedabad,Bodakdev,23.038785379323944,72.50272344575542,Row House,2307.0,5,4,18,12,15,0,Semi-Furnished,1.5602203667490215,2.934451163456725,1.0656733472117543,13.790364067432279,82.32074747570485,7.480262413885111,29027657.0,73378.0
TXN00099,2020-04-26,Ahmedabad,Maninagar,22.99221515179368,72.60289586971349,Villa,1105.0,2,1,17,4,12,2,Furnished,1.8396618789054617,3.5187553757748713,2.7670134989483355,32.471710797443535,66.3840274537562,7.089823780158402,9174086.0,21334.0
TXN00100,2025-03-07,Ahmedabad,Prahlad Nagar,23.010348754614572,72.51291368324911,Apartment,1189.0,2,2,9,8,19,1,Semi-Furnished,2.071574307788513,1.7807098488252533,2.7164881536479535,14.287150227956811,76.31639731897161,8.23618037298873,13504983.0,31628.0
TXN00101,2025-08-11,Ahmedabad,Thaltej,23.05081453271484,72.51048818790598,Villa,1333.0,2,3,0,11,14,1,Unfurnished,1.8564648516014655,2.3645810398737392,2.2340612530286212,5.705640175931682,73.20539101085153,9.593275620383418,14518402.0,25272.0
TXN00102,2022-02-22,Ahmedabad,Bodakdev,23.037165278572775,72.50338629547554,Apartment,1980.0,2,3,13,2,11,0,Semi-Furnished,2.683436984128652,2.6009500792547944,1.9822471784615314,5.0,81.32098954162662,10.253287935213466,25570734.0,59777.0
TXN00103,2025-12-03,Ahmedabad,Satellite,23.02423208505744,72.51593395703135,Apartment,1026.0,2,1,3,5,6,0,Unfurnished,2.424874177575329,2.029734892249392,2.0609452419988905,14.73965188751418,73.45477442224423,8.988780202041477,10870141.0,24331.0
